eNB1	eNB2	Using
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
37.7238	-10.2533	37.7238
37.7238	-10.2533	37.7238
37.7238	-10.2533	37.7238
37.7238	-10.2533	37.7238
37.7238	-10.2533	37.7238
37.7238	-10.2533	37.7238
37.7238	-10.2533	37.7238
37.7238	-10.2533	37.7238
