eNB1	eNB2	Using
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	0
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
33.7792	-14.2785	33.7792
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
37.8525	-10.8787	37.8525
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
38.1962	-12.1994	38.1962
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
42.2656	-11.8702	42.2656
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
40.2494	-9.46544	40.2494
37.0795	-10.9863	37.0795
36.7455	-10.1852	36.7455
36.4146	-9.76193	36.4146
36.1554	-9.76007	36.1554
36.0427	-10.1797	36.0427
36.1239	-10.9779	36.1239
36.3893	-12.0069	36.3893
36.7777	-12.8978	36.7777
